,movie,year,director,watched,era,tagA,tagB,tagC,tagD,tagE,tagF,tagG,franchise,fansOf,actors,trailer,comment,rating
,Event Horizon,1997,Paul W. S. Anderson,yes,Nameless,Hell,Ghost,,Sci-fi,,,,,,"Sam Neill, Laurence Fishburne, Jason Isaacs, Joely Richardson, Kathleen Quinlan, Jack Noseworthy",,,
,Hideous!,1997,Charles Band,yes,Nameless,Monster,Creature,Body,Full Moon,,,,,,"Rhonda Griffin, Tracie May, Michael Citriniti, Mel Johnson Jr, Jacqueline Lovell",,,
,House of Frankenstein,1997,Peter Werner,yes,Nameless,Monster,Mash,TV,Frankenstein,Werewolf,Dracula,,,,"Adrian Pasdar, Teri Polo, Greg Wise, Peter Crombie, Jorja Fox, CCH Pounder, ",,,
,I Know What You Did Last Summer,1997,Jim Gillespie,yes,Nameless,Slasher,,,,,,,,,"Sarah Michelle Gellar, Freddie Prinze Jr, Jennifer Love Hewitt, Ryan Phillippe, Muse Watson, Anne Heche, Bridgette Wilson, Johnny Galecki",,,
,Jack Frost,1997,Michael Cooney,yes,Nameless,Slasher,Holiday,Christmas,Jack Frost,,,,,,"Shannon Elizabeth, Scott MacDonald, Christopher Allport, Eileen Seeley, Zack Eginton",,,
,Mimic,1997,Guillermo del Toro,yes,Nameless,Creature,Bug,,,,,,,,"Mira Sorvino, Norman Reedus, Alix Koromzay, Jeremy Northam, Josh Brolin, Charles S. Dutton",,,
,Scream 2,1997,Wes Craven,yes,Nameless,Slasher,Meta,Ghostface,Sidney Prescott,Trilogy,Duo,,Scream,,"Neve Campbell, David Arquette, Courteney Cox, Sarah Michelle Gellar, Timothy Olyphant, Jada Pinkett Smith, Jamie Kennedy, Laurie Metcalf, Liev Schreiber, Heather Graham, Jerry O'Connell, Omar Epps",,,
,The Devil's Advocate,1997,Taylor Hackford,yes,Nameless,Satan,Demon,Occult,,,,,,,"Al Pacino, Charlize Theron, Keanu Reeves, Connie Nielsen, ",,,
,The Night Flier,1997,Mark Pavia,yes,Nameless,Monster,Vampire,,Mystery,,,,,,"Julie Entwisle, Michael H. Moss, Miguel Ferrer, Dan Monahan, Beverly Skinner",,,
,The Relic,1997,Peter Hyams,yes,Nameless,Monster,Remote,,,,,,,,"Penelope Ann Miller, Tom Sizemore, Linda Hunt, James Whitmore, Clayton Rohner, Jophery Brown",,,
,Wax Mask,1997,Sergio Stivaletti,yes,Nameless,Slasher,,,,,,,,,"Robert Hossein, Romina Mondello, Riccardo Serventi Longhi, Valery Valmond",,,
,Wishmaster,1997,Robert Kurtzman,yes,Nameless,Creature,Fantasy,Djinn,Demon,,,,,,"Andrew Divoff, Robert Englund, Tammy Lauren, Angus Scrimm, Tony Todd, Kane Hodder, Ted Raimi",,,
,Premutos: Lord of the Living Dead,1997,,watch,Nameless,,,,,,,,,,,,,
,Bram Stoker's Legend of the Mummy,1997,,no,Nameless,,,,,,,,,,,,,
,Dance with the Devil,1997,,no,Nameless,,,,,,,,,,,,,
,Funny Games,1997,,no,Nameless,,,,,,,,,,,,,
,Nightwatch,1997,,no,Nameless,,,,,,,,,,,,,
,Snow White: A Tale of Terror,1997,,no,Nameless,,,,,,,,,,,,,
,The Bloody Ape,1997,,no,Nameless,,,,,,,,,,,,,
,The Creeps,1997,,no,Nameless,,,,,,,,,,,,,
,Vampire Journals,1997,,no,Nameless,,,,,,,,,,,,,
,Bride of Chucky,1998,Ronny Yu,yes,Nameless,Slasher,Puppet,,,,,,,,"Brad Dourif, Jennifer Tilly, Katherine Heigl, Nick Stabile, John Ritter, ",,,
,Deep Rising,1998,Stephen Sommers,yes,Nameless,Monster,Remote,,Water,,,,,,"Treat Williams, Famke Janssen, Kevin J. O'Connor, Wes Studi, Anthony Heald",,,
,Disturbing Behavior,1998,David Nutter,yes,Nameless,Post Slasher,Occult,,Teen,,,,,,"James Marsden, Katie Holmes, Nick Stahl, Ethan Embry, William Sadler",,,
,Halloween H20: 20 Years Later,1998,Steve Miner,yes,Nameless,Slasher,Halloween,Michael Myers,Holiday,,,,Halloween,"Slashers, Friday the 13th, Black Christmas, Texas Chainsaw Massacre",,,,
,Phantasm IV: Oblivion,1998,Don Coscarelli,yes,Nameless,Alien,Creature,Tall Man,Sci-fi,,,,,,"Angus Scrimm, A. Michael Baldwin, Reggie Bannister, Bill Thornbury, Christopher L. Stone",,,
,Strangeland,1998,John Pieplow,yes,Nameless,Slasher,Torture,,Occult,,,,,,"Dee Snider, Robert Englund, Kevin Gage, Linda Cardellini, Brett Harrelson, Amy Smart, ",,,
,The Faculty,1998,Robert Rodriguez,yes,Nameless,Alien,Invasion,,,,,,,,"Josh Hartnett, Elijah Wood, Clea DuVall, Jordana Brewster, Laura Harris, Salma Hayek, Famke Janssen, Jon Stewart, Robert Patrick, Bebe Neuwirth",,,
,Urban Legend,1998,Jamie Blanks,yes,Nameless,Slasher,,,,,,,,,"Alicia Witt, Jared Leto, Rebecca Gayheart, Danielle Harris, Tara Reid, Robert Englund, Loretta Devine, Michael Rosenbaum, Joshua Jackson, Julian Richings, Brad Dourif",,,
,Vampires,1998,John Carpenter,yes,Nameless,Vampire,Dystopia,Western,,,,,,,"James Woods, Sheryl Lee, Thomas Ian Griffith, Daniel Baldwin, Tim Guinee, Maximilian Schell",,,
,Curse of the Puppet Master,1998,,no,Nameless,,,,,,,,Puppet Master,,,,,
,Fallen,1998,,no,Nameless,,,,,,,,,,,,,
,I Still Know What You Did Last Summer,1998,Danny Cannon,no,Nameless,Slasher,,,,,,,,,,,,
,Phantoms,1998,Joe Chappelle,no,Nameless,,,,,,,,,,,,,
,Psycho,1998,,no,Nameless,,,,,,,,,,,,,
,Blood Dolls,1999,Charles Band,yes,Nameless,Dolls,Mad Scientist,,,,,,,,,,,
,Candyman 3: Day of the Dead,1999,Turi Meyer,yes,Nameless,Slasher,Candyman,,,,,,Candyman,,"Tony Todd, Donna D'Errico, Alexia Robinson, Jsu Garcia, Wade Williams",,,
,Deep Blue Sea,1999,Renny Harlin,yes,Nameless,Shark,Animal,Water,Action,,,,,,"Thomas Jane, Samuel L. Jackson, Saffron Burrows, LL Cool J, Michael Rapaport, Stellan Skarsgård, Jacqueline McKenzie",,,
,House on Haunted Hill,1999,William Malone,yes,Nameless,Ghost,Haunted Location,Dark Castle,Remake,,,,Dark Castle,,"Geoffrey Rush, Ali Larter, Famke Janssen, Taye Diggs, Chris Kattan, Jeffrey Combs, Bridgette Wilson, Peter Gallagher",,,
,Idle Hands,1999,Rodman Flender,yes,Nameless,Possession,Body,Zombie,,,,,,,"Devon Sawa, Seth Green, Elden Henson, Vivica A. Fox",,,
,Lake Placid,1999,Steve Miner,yes,Nameless,Animal,Big,Big Animal,,,,,,,"Bridget Fonda, Steve Miner, Bill Pullman, Oliver Platt, Betty White, Brendan Gleeson",,,
,Resurrection,1999,Russell Mulcahy,yes,Nameless,Crime,Thriller,,,,,,,,,,,
,Sleepy Hollow,1999,Tim Burton,yes,Nameless,Ghost,Macabre,,Slasher,,,,,,"Johnny Depp, Christina Ricci, Christopher Walken, Lisa Marie Smith, Casper Van Dien, Richard Griffiths",,,
,Stir of Echoes,1999,David Koepp,yes,Nameless,Ghost,Psychological,,Mystery,,,,,,"Kevin Bacon, Zachary David Cope, Kathryn Erbe, David Koepp, Kevin Dunn, Illeana Douglas, Jennifer Morrison",,,
,The Blair Witch Project,1999,"Eduardo Sánchez, Daniel Myrick",yes,Nameless,Witch,Found,Environment,Mockumentary,,,,,,"Heather Donahue, Joshua Leonard, Michael C. Williams, Patricia DeCou",,,
,The Haunting,1999,Jan de Bont,yes,Nameless,Ghost,Haunted House,,Mystery,,,,,,"Liam Neeson, Owen Wilson, Catherine Zeta-Jones, Lili Taylor, Lisa Loeb, Bruce Dern, Marian Seldes",,,
,The Mummy,1999,Stephen Sommers,yes,Nameless,Monster,Mummy,,Action,,,,,,"Brendan Fraser, Rachel Weisz, Arnold Vosloo, Oded Fehr, Patricia Velasquez, John Hannah, Erick Avari, Jonathan Hyde",,,
,The Sixth Sense,1999,M. Night Shyamalan,yes,Nameless,Ghost,Thriller,,,,,,,,"Haley Joel Osment, Bruce Willis, Toni Collette, Donnie Wahlberg, Olivia Williams",,,
,Wishmaster 2: Evil Never Dies,1999,Jack Sholder,yes,Nameless,Creature,Fantasy,Djinn,Demon,,,,,,,,,
,Ravenous,1999,,watch,Nameless,,,,,,,,,,,,,
,Retro Puppet Master,1999,,no,Nameless,,,,,,,,Puppet Master,,,,,
,Terror Firmer,1999,,no,Nameless,,,,,,,,,,,,,
,Virus,1999,,no,Nameless,,,,,,,,,,,,,
,American Psycho,2000,Mary Harron,yes,ModernA,Psychological,Slasher,,,,,,,,,,,
,Book of Shadows: Blair Witch 2,2000,Joe Berlinger,yes,ModernA,Psychological,Witch,,Curse,,,,,,,,,
,Dracula 2000,2000,Patrick Lussier,yes,ModernA,Monster,Vampire,Dracula,,,,,,,,,,
,Final Destination,2000,James Wong,yes,ModernA,Post Slasher,Supernatural,Death,,,,,Final Destination,,"Devon Sawa, Ali Larter, Kerr Smith, Tony Todd",,,
,Hellraiser: Inferno,2000,Scott Derrickson,yes,ModernA,Hell,Demon,Torture,Cenobites,Pinhead,Lament Configuration,,Hellraiser,,"Craig Sheffer, Nicholas Turturro, James Remar, Nicholas Sadler, Noelle Evans, Doug Bradley",,,
,Hollow Man,2000,Paul Verhoeven,yes,ModernA,Invisible Man,Mad Scientist,,,,,,,,,,,
,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,Michael Cooney,yes,ModernA,Slasher,Holiday,Christmas,Jack Frost,,,,,,"Christopher Allport, Eileen Seeley, Chip Heller, Marsha Clark, David Allen Brooks, Scott MacDonald",,,
,Pitch Black,2000,David Twohy,yes,ModernA,Alien,Outerspace,Creature,,,,,,,,,,
,Scream 3,2000,Wes Craven,yes,ModernA,Slasher,Meta,Ghostface,Sidney Prescott,Trilogy,,,Scream,,,,,
,Spiders,2000,Gary Jones,yes,ModernA,Creature,Spiders,Giant,,,,,,,"Lana Parrilla, Josh Green, Oliver Macready",,,
,The Cell,2000,Tarsem Singh,yes,ModernA,Psychological,Body,,,,,,,,,,,
,The Ninth Gate,2000,Roman Polanski,yes,ModernA,Occult,Hell,Satan,,,,,,,,,,
,Urban Legends: Final Cut,2000,John Ottman,yes,ModernA,Slasher,,,,,,,,,,,,
,Ginger Snaps,2000,,no,ModernA,,,,,,,,,,,,,
,Lost Souls,2000,,no,ModernA,,,,,,,,,,,,,
,Shadow of the Vampire,2000,,no,ModernA,,,,,,,,,,,,,
,Supernova,2000,,no,ModernA,,,,,,,,,,,,,
,What Lies Beneath,2000,,no,ModernA,,,,,,,,,,,,,
,Audition,2001,Takashi Miike,yes,ModernA,Psychological,Thriller,,,,,,,,,,,
,Dagon,2001,Stuart Gordon,yes,ModernA,Monster,Supernatural,Lovecraftian,,,,,,,,,,
,From Hell,2001,"Albert Hughes, Allen Hughes",yes,ModernA,Slasher,Mystery,,,,,,,,,,,
,Jeepers Creepers,2001,Victor Salva,yes,ModernA,Monster,Demon,,Slasher,,,,,,,,,
,The Mummy Returns,2001,Stephen Sommers,yes,ModernA,Monster,Mummy,Action,,,,,,,,,,
,Thirteen Ghosts,2001,Steve Beck,yes,ModernA,Ghost,Haunted Location,Dark Castle,Remake,,,,Dark Castle,,,,,
,Valentine,2001,Jamie Blanks,yes,ModernA,Slasher,Holiday,Valentines Day,,,,,,,,,,
,Hunting Creatures,2001,,watch,ModernA,,,,,,,,,,,,,
,Ripper,2001,,watch,ModernA,,,,,,,,,,,,,
,Tremors 3: Back to Perfection,2001,Brent Maddock,no,ModernA,Monster,,,,,,,,,,,,
,Wishmaster 3: Beyond the Gates of Hell,2001,Chris Angel,no,ModernA,Creature,Fantasy,Djinn,Demon,,,,,,,,,
,28 Days Later,2002,Danny Boyle,yes,ModernA,Zombie,Dystopia,,,,,,,,,,,
,Bubba Ho Tep,2002,Don Coscarelli,yes,ModernA,Mummy,Zombie,Elvis,,,,,,,"Bruce Campbell, Bob Ivy, Heidi Marnhout, Ossie Davis, Ella Joyce",,,
,Carrie,2002,David Carson,yes,ModernA,Supernatural,Revenge,,,,,,,,"Angela Bettis, Patricia Clarkson, Rena Sofer, Kandyse McClure, Emilie de Ravin",,,
,Dog Soldiers,2002,Neil Marshall,yes,ModernA,Monster,Werewolf,,,,,,,,,,,
,FeardotCom,2002,William Malone,yes,ModernA,Ghost,Psychological,Thriller,,,,,,,,,,
,Ghost Ship,2002,Steve Beck,yes,ModernA,Ghost,Haunted Location,Dark Castle,,,,,Dark Castle,,,,,
,Halloween: Resurrection,2002,Rick Rosenthal,yes,ModernA,Slasher,Halloween,Michael Myers,Holiday,,,,Halloween,"Slashers, Friday the 13th, Black Christmas, Texas Chainsaw Massacre",,,,
,Hellraiser: Hellseeker,2002,Rick Bota,yes,ModernA,Hell,Demon,Torture,Cenobites,Pinhead,Lament Configuration,,Hellraiser,,"Ashley Laurence, Dean Winters, William S. Taylor, Michael Rogers, Rachel Hayward, Doug Bradley",,,
,Jason X,2002,James Isaac,yes,ModernA,Slasher,Sci-fi,Jason Voorhees,,,,,,,,,,
,The Ring,2002,Gore Verbinski,yes,ModernA,Ghost,,,,,,,,,,,,
,They,2002,Robert Harmon,yes,ModernA,Creature,Nightmare,Psychological,,,,,,,,,,
,Below,2002,,no,ModernA,,,,,,,,,,,,,
,Eight Legged Freaks,2002,,no,ModernA,,,,,,,,,,,,,
,Vampires: Los Muertos,2002,,no,ModernA,Vampire,,,,,,,,,,,,
,Beyond Re-Animator,2003,Brian Yuzna,yes,ModernA,Mad Scientist,Zombie,Lovecraftian,Body,Herbert West,,,Re-Animator,,"Jeffrey Combs, Jason Barry, Elsa Pataky",,,3
,Darkness Falls,2003,Jonathan Liebesman,yes,ModernA,Ghost,,,,,,,,,,,,
,Dreamcatcher,2003,Lawrence Kasdan,yes,ModernA,Alien,Monster,,,,,,,,"Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis, Timothy Olyphant, Tom Sizemore, Donnie Wahlberg",,,
,Final Destination 2,2003,David R. Ellis,yes,ModernA,Post Slasher,Supernatural,Death,,,,,Final Destination,,"Ali Larter, A. J. Cook, Michael Landes",,,
,Freddy vs. Jason,2003,Ronny Yu,yes,ModernA,Slasher,Freddy Krueger,Jason Voorhees,Mash,,,,Elm Street,"Friday the 13th, A Nightmare On Elm Street","Robert Englund, Ken Kirzinger, Monica Keena, Kelly Rowland, Katharine Isabelle, Jason Ritter",,,
,Gothika,2003,Mathieu Kassovitz,yes,ModernA,Ghost,Haunted Location,Dark Castle,,,,,Dark Castle,,,,,
,High Tension,2003,Alexandre Aja,yes,ModernA,Slasher,Violent,,,,,,,,,,,
,House of 1000 Corpses,2003,Rob Zombie,yes,ModernA,Slasher,Carnival,,,,,,,,,,,
,Jeepers Creepers 2,2003,Victor Salva,yes,ModernA,Monster,Demon,,Slasher,,,,,,,,,
,May,2003,Lucky McKee,yes,ModernA,Psychological,Post Monster,,,,,,,,,,,
,Monster Man,2003,Michael Davis,yes,ModernA,Monster,,,,,,,,,,,,
,Shredder,2003,Greg Huson,yes,ModernA,Slasher,,,,,,,,,"Scott Weinger, Lindsey McKeon",,,
,The Texas Chainsaw Massacre,2003,Marcus Nispel,yes,ModernA,Slasher,Leatherface,Sherrif Hoyt,,,,,Texas Chainsaw Massacre,,,,,
,Wrong Turn,2003,Rob Schmidt,yes,ModernA,Slasher,Rednecks,Three Fingers,Saw Tooth,One Eye,Cannibals,,Wrong Turn,,"Eliza Dushku, Desmond Harrington, Jeremy Sisto, Emmanuelle Chriqui, Julian Richings, Lindy Booth, Ted Clark, Garry Robbins",,,
,Puppet Master: The Legacy,2003,,no,ModernA,,,,,,,,Puppet Master,,,,,
,Alien vs Predator,2004,Paul W. S. Anderson,yes,ModernA,Alien,Space,Xenomorph,Facehugger,Sci-fi,Predator,,,,"Sanaa Lathan, Lance Henriksen",,,
,Cursed,2004,Wes Craven,yes,ModernA,Monster,Werewolf,,,,,,,,,,,
,Dawn of The Dead,2004,Zack Snyder,yes,ModernA,Zombie,Dystopia,Remake,,,,,,,,,,
,Satan's Little Helper,2004,Jeff Lieberman,yes,ModernA,Satan,Halloween,Demon,,,,,,,,,,
,Saw,2004,James Wan,yes,ModernA,Post Slasher,Torture,Jigsaw,Gore,,,,Saw,Cube,,,,
,Shaun Of The Dead,2004,Edgar Wright,yes,ModernA,Zombie,,,,,,,,,,,,
,Skinned Deep,2004,Gabriel Bartalos,yes,ModernA,Monster,Slasher,Body,Camp,Surgeon General,,,,,,,,
,Van Helsing,2004,Stephen Sommers,yes,ModernA,Monster,Mashup,Action,Dracula,Frankenstein,Werewolf,Van Helsing,,,,,,
,Ripper 2: Letter from Within,2004,,watch,ModernA,,,,,,,,,,,,,
,Exorcist: The Beginning,2004,Renny Harlin,no,ModernA,Demon,Exorcism,Pazuzu,,,,,,,,,,
,Three... Extremes,2004,,no,ModernA,,,,,,,,,,,,,
